	category	psmiles	compound	smiles	average size	water3	logkd
1091	PS	[*]C=C[*]c1ccccc1	trimethoprim (TMP)	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	132.05	2	0.977723605
608	PE	[*]C=C[*]	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	220	3	3.946452265
124	PE	[*]C=C[*]	tetracycline (TC)	C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	250	2	2.089905111
195	PS	[*]C=C[*]c1ccccc1	δ-Hexachlorocyclohexane	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	221.5	3	2.8
226	PP	[*]CC([*])C	5-fluorouracil (5-FU)	C1=C(C(=O)NC(=O)N1)F	94	2	-1.0
689	PET	[*]OCCOC(=O)c1ccc(C([*])=O)cc1	naphthalene	C1=CC=C2C=CC=CC2=C1	2000	2	1.359835482
268	PE	[*]C=C[*]	1,2,4-trichlorobenzene (TeCB)	C1=CC(=C(C(=C1)Cl)Cl)Cl 	132.5	1	4.467575551
152	PP	[*]CC([*])C	17B-estradiol (E2)	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O	144.4	2	2.090963077
584	PS	[*]C=C[*]c1ccccc1	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	170	2	3.070000904
103	PS	[*]C=C[*]c1ccccc1	PFOS	C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	9.5	1	2.002166062
593	PVC	[*]C=C[*]Cl	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	94	2	2.26599637
1000	PE	[*]C=C[*]	norfloxacin (NOR)	CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O	200	1	0.832508913
825	PE	[*]C=C[*]	Acetophenone	CC(=O)C1=CC=CC=C1	150	1	1.26
769	PS	[*]C=C[*]c1ccccc1	Benzo[g,h,i]perylene	C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2	221.5	3	7.15
227	PVC	[*]C=C[*]Cl	5-fluorouracil (5-FU)	C1=C(C(=O)NC(=O)N1)F	94	2	-1.0
1031	PE	[*]C=C[*]	Malathion	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC	150	1	0.96
301	PE	[*]C=C[*]	PCB 149	C1=CC(=C(C(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl	150	1	6.21
275	PE	[*]C=C[*]	2,2',3,3',4,4'-hexachlorobiphenyl	C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl	150	1	5.06
126	PE	[*]C=C[*]	tetracycline (TC)	C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	28	2	2.155336037
405	PE	[*]C=C[*]	triclosan	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl	150	1	3.71
957	PE	[*]C=C[*]	3,6-dimethylphenanthrene	CC1=CC2=C(C=C1)C=CC3=C2C=C(C=C3)C	135	2	5.2
683	PP	[*]CC([*])C	naphthalene	C1=CC=C2C=CC=CC2=C1	3000	1	3.520588327
749	PS	[*]C=C[*]c1ccccc1	pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	125	1	2.230448921
1034	PE	[*]C=C[*]	malathion (MAL)	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC	5000	2	0.963787827
36	PS	[*]C=C[*]c1ccccc1	Perfluorododecanoic acid	C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	221.5	3	2.72
139	PS	[*]C=C[*]c1ccccc1	naproxen (NPX)	C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O	700	1	0.851258349
303	PE	[*]C=C[*]	PCB-149	C1=CC(=C(C(=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl	100	1	6.210000001
267	PE	[*]C=C[*]	1,2,4-trichlorobenzene (TeCB)	C1=CC(=C(C(=C1)Cl)Cl)Cl 	132.5	1	4.329824844
533	PE	[*]C=C[*]	1-chloronaphthalene	C1=CC=C2C(=C1)C=CC=C2Cl 	150	2	3.382791234
545	PVC	[*]C=C[*]Cl	2-hydroxyphenanthrene	C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)O	150	1	4.92
212	PE	[*]C=C[*]	2,2′,3,4,4′,5,5′-heptachlorobiphenyl	C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl	225	3	7.94
468	PE	[*]C=C[*]	Diclofenac	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	150	1	1.5
198	PE	[*]C=C[*]	2,3,4,5,6,2',3',4',5'-nonachlorobiphenyl	C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl	150	1	2.68
672	PE	[*]C=C[*]	naphthalene	C1=CC=C2C=CC=CC2=C1	3000	1	3.574031268
527	PE	[*]C=C[*]	9-Nitroanthrene	C1=CC=C2C(=C1)C=C3C=CC=CC3=C2[N+](=O)[O-] 	150	1	4.53
675	PE	[*]C=C[*]	naphthalene	C1=CC=C2C=CC=CC2=C1	154.35	1	3.823910912
1057	PE	[*]C=C[*]	flubendazole (FLU)	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F	94	2	0.204119983
241	PE	[*]C=C[*]	1,3,5-trichlorobenzene (TeCB)	C1=C(C=C(C=C1Cl)Cl)Cl	154.35	1	3.925368825
342	PE	[*]C=C[*]	2,3,3′,4′,6-pentachlorobiphenyl	C1=CC(=C(C=C1C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl	135	2	6.1
549	PVC	[*]C=C[*]Cl	1-hydroxyphenanthrene	C1=CC=C2C(=C1)C=CC3=C2C=CC=C3O	150	1	4.96
386	PE	[*]C=C[*]	PCB-52	C1=CC(=C(C=C1Cl)C2=C(C=CC(=C2)Cl)Cl)Cl	100	1	5.110000151
1033	PE	[*]C=C[*]	malathion (MAL)	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC	5000	2	0.924279286
206	PE	[*]C=C[*]	pentachlorobenzene (PeCB)	C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl	301	1	4.501944758
295	PE	[*]C=C[*]	2,2′,3,4,4′,5′-hexachlorobiphenyl	C1=CC(=C(C(=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl 	95	1	6.89
695	PS	[*]C=C[*]c1ccccc1	naphthalene	C1=CC=C2C=CC=CC2=C1	10	2	3.656673046
898	PS	[*]C=C[*]c1ccccc1	amoxicillin	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C	3100	2	3.338814937
73	PS	[*]C=C[*]c1ccccc1	PFHxA	C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O	9.5	3	1.760422483
869	PP	[*]CC([*])C	ibuprofen (IBU)	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	1000	1	0.653212514
104	PS	[*]C=C[*]c1ccccc1	PFOS	C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	9.5	1	2.70018433
805	PVC	[*]C=C[*]Cl	ciprofloxacin	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O	150	1	1.62
867	PE	[*]C=C[*]	ibuprofen (IBU)	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	10	1	1.204119983
1075	PS	[*]C=C[*]c1ccccc1	benzophenone-3	COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O	550	2	2.333245699
16	PS	[*]C=C[*]c1ccccc1	Perfluorohexadecanoic acid	C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	10	1	2.6
439	PE	[*]C=C[*]	2,4,4′-trichlorobiphenyl	C1=CC(=CC=C1C2=C(C=C(C=C2)Cl)Cl)Cl	225	3	6.15
91	PS	[*]C=C[*]c1ccccc1	PFDS	C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F	9.5	3	2.903795143
88	PS	[*]C=C[*]c1ccccc1	PFBA	C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O	9.5	3	2.294686624
450	PE	[*]C=C[*]	2,4′,5-trichlorobiphenyl	C1=CC(=CC=C1C2=C(C=CC(=C2)Cl)Cl)Cl	225	3	6.0
717	PE	[*]C=C[*]	Benzene	C1=CC=CC=C1	150	1	1.73
102	PE	[*]C=C[*]	perfluorooctanesulfonamide	C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	150	3	2.47
238	PET	[*]OCCOC(=O)c1ccc(C([*])=O)cc1	2,4,6-trichlorophenol (TCP)	C1=C(C=C(C(=C1Cl)O)Cl)Cl	150	3	0.755874856
842	PE	[*]C=C[*]	tetrabromobisphenol-A	CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br	161	2	2.789580712
246	PE	[*]C=C[*]	2,2′,3,4′,5,6-hexachlorobiphenyl	C1=CC(=C(C(=C1)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl	225	3	6.79
833	PE	[*]C=C[*]	nadolol (NAD)	CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O 	94	2	-1.0
157	PVC	[*]C=C[*]Cl	17-a-ethinyloestradiol (EE2)	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC 	137.4	2	2.663983455
479	PP	[*]CC([*])C	diclofenac (DCF)	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl	1000	1	1.089905111
645	PE	[*]C=C[*]	fluoranthene	C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4	219	1	4.176091259
991	PS	[*]C=C[*]c1ccccc1	dibutyl phthalate (DBP)	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	150	2	3.999656772
964	PE	[*]C=C[*]	difenoconazole (DIFE)	CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl	5000	2	2.160168293
18	PS	[*]C=C[*]c1ccccc1	PFHxDA	C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	9.5	1	2.598024072
966	PE	[*]C=C[*]	difenoconazole (DIFE)	CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl	5000	2	2.795741021
121	PE	[*]C=C[*]	tetracycline (TC)	C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O	105	2	1.795880017
980	PE	[*]C=C[*]	n-Hexane	CCCCCC	150	1	3.17
1087	PS	[*]C=C[*]c1ccccc1	Trimethoprim	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	221.5	3	0.863
274	PE	[*]C=C[*]	diflubenzuron (DIF)	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F	5000	2	3.019448637
433	PE	[*]C=C[*]	PCB 28	C1=CC(=CC=C1C2=C(C=C(C=C2)Cl)Cl)Cl	150	3	6.23
951	PP	[*]CC([*])C	o-xylene	CC1=CC=CC=C1C	4000	2	2.159867847
1039	PS	[*]C=C[*]c1ccccc1	diuron (DIU)	CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl	150	2	0.230448921
311	PE	[*]C=C[*]	BDE-47	C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br	150	1	0.98
885	PVC	[*]C=C[*]Cl	propranolol (PRO)	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O	94	2	0.113943352
979	PE	[*]C=C[*]	Hexane	CCCCCC	135	2	4.5
780	PA	[*]NCCCCCCCC(=O)[*]	sulfadiazine (SDZ)	C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N	134.2	2	0.86923172
546	PVC	[*]C=C[*]Cl	2-hydroxyphenanthrene	C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)O	150	1	5.45
181	PP	[*]CC([*])C	alpha-Hexachlorocyclohexane	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	150	3	2.69
184	PE	[*]C=C[*]	beta-Hexachlorocyclohexane	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	225	3	2.04
406	PVC	[*]C=C[*]Cl	triclosan	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl	150	1	3.08
719	PP	[*]CC([*])C	benzene	C1=CC=CC=C1	4000	2	1.42975228
606	PE	[*]C=C[*]	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	220	3	3.907411361
692	PP	[*]CC([*])C	naphthalene	C1=CC=C2C=CC=CC2=C1	59	2	4.090000434
520	PE	[*]C=C[*]	phenol	C1=CC=C(C=C1)O	220	3	1.698970004
380	PE	[*]C=C[*]	2,2′,5,5′-tetrachlorobiphenyl	C1=CC(=C(C=C1Cl)C2=C(C=CC(=C2)Cl)Cl)Cl	225	3	5.9
410	PP	[*]CC([*])C	triclosan (TCS)	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl	180	2	3.079181246
634	PP	[*]CC([*])C	Dibenz[a,h]anthracene	C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32	257.5	3	7.0
369	PE	[*]C=C[*]	2,3′,4,4′,5-pentachlorobiphenyl	C1=CC(=C(C=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl	225	3	7.0
946	PP	[*]CC([*])C	toluene	CC1=CC=CC=C1	4000	2	1.920123326
977	PS	[*]C=C[*]c1ccccc1	myclobutanil (MYC)	CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl	100	2	-0.522878745
879	PE	[*]C=C[*]	Propanolol	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O	135	2	3.362
78	PS	[*]C=C[*]c1ccccc1	Perfluoropentanoic acid	C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O	221.5	3	2.432
573	PE	[*]C=C[*]	Phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	135	2	4.3
1081	PE	[*]C=C[*]	Trimethoprim	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	95	1	0.923
637	PE	[*]C=C[*]	Indole	C1=CC=C2C(=C1)C=CN2	150	1	0.56
607	PE	[*]C=C[*]	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	220	3	3.910624405
925	PVC	[*]C=C[*]Cl	Sulfamethazine	CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C	150	1	1.27
68	PE	[*]C=C[*]	perfluorohexanoic acid	C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O	150	3	1.73
975	PS	[*]C=C[*]c1ccccc1	n-propylbenzene (PB)	CCCC1=CC=CC=C1	150	2	3.324303037
1055	PS	[*]C=C[*]c1ccccc1	pyraclostrobin	COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC	100	2	1.170261715
416	PE	[*]C=C[*]	2,3,3',4',6-pentachlorobiphenyl	C1=CC(=CC(=C1)Cl)C2=C(C(=C(C=C2Cl)Cl)Cl)Cl	150	1	6.1
865	PE	[*]C=C[*]	ibuprofen (IBU)	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	350	1	1.123851641
561	PVC	[*]C=C[*]Cl	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	150	1	3.02
67	PS	[*]C=C[*]c1ccccc1	PFHpA	C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	9.5	3	1.731588765
536	PE	[*]C=C[*]	1-naphthol (NAP)	C1=CC=C2C(=C1)C=CC=C2O	150	2	0.982271233
77	PS	[*]C=C[*]c1ccccc1	Perfluoropentanoic acid	C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O	10	3	2.43
105	PA	[*]NCCCCCCCC(=O)[*]	PFOS	C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F	3000	2	1.77815125
1097	PVC	[*]C=C[*]Cl	trimethoprim (TMP)	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	86.92	3	0.740362689
909	PE	[*]C=C[*]	9,10-Dimethylanthracene	CC1=C2C=CC=CC2=C(C3=CC=CC=C13)C	135	2	5.3
638	PE	[*]C=C[*]	Benzo[b]furan	C1=CC=C2C(=C1)C=CO2	150	1	1.74
559	PE	[*]C=C[*]	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	150	1	4.3
846	PS	[*]C=C[*]c1ccccc1	tetrabromobisphenol-A	CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br	103	2	3.354684554
887	PVC	[*]C=C[*]Cl	tylosin	CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC	150	1	2.19
690	PET	[*]OCCOC(=O)c1ccc(C([*])=O)cc1	naphthalene	C1=CC=C2C=CC=CC2=C1	2000	2	1.507855872
961	PS	[*]C=C[*]c1ccccc1	metronidazole	CC1=NC=C(N1CCO)[N+](=O)[O-]	175	2	0.733197265
1017	PVC	[*]C=C[*]Cl	enrofloxacin (ENR)	CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F	94	2	-0.522878745
1065	PE	[*]C=C[*]	Carbendazim	COC(=O)NC1=NC2=CC=CC=C2N1	150	1	0.88
1020	PS	[*]C=C[*]c1ccccc1	amlodipine (AML)	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN	50.4	2	1.477121255
735	PE	[*]C=C[*]	pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	125	1	3.278753601
906	PE	[*]C=C[*]	tricyclazole	CC1=C2C(=CC=C1)SC3=NN=CN23	150	1	1.64
490	PE	[*]C=C[*]	nitrobenzene	C1=CC=C(C=C1)[N+](=O)[O-]	280	2	2.123851641
1093	PA	[*]NCCCCCCCC(=O)[*]	trimethoprim (TMP)	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	134.2	3	0.770852012
829	PE	[*]C=C[*]	triadimefon	CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl	280	2	2.214843848
1053	PE	[*]C=C[*]	pyraclostrobin	COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC	150	1	3.99
605	PE	[*]C=C[*]	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	220	3	3.832508913
363	PE	[*]C=C[*]	PCB 118	C1=CC(=C(C=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl	150	3	6.3
69	PS	[*]C=C[*]c1ccccc1	Perfluorohexanoic acid	C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O	10	3	1.76
548	PVC	[*]C=C[*]Cl	1-hydroxyphenanthrene	C1=CC=C2C(=C1)C=CC3=C2C=CC=C3O	150	1	4.94
808	PE	[*]C=C[*]	ciprofloxacin (CIP)	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O	94	2	0.230448921
160	PA	[*]NCCCCCCCC(=O)[*]	17a-ethynylestradiol (EE2)	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC 	350	3	2.962227231
874	PP	[*]CC([*])C	ibuprofen (IBU)	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	1000	3	0.230448921
11	PS	[*]C=C[*]c1ccccc1	PFODA	C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O	9.5	1	2.71189155
144	PA	[*]NCCCCCCCC(=O)[*]	estriol (E3)	C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O	350	2	2.661149857
517	PS	[*]C=C[*]c1ccccc1	phenol	C1=CC=C(C=C1)O	3100	2	3.221857435
427	PVC	[*]C=C[*]Cl	DDT	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl	225	3	5.041392685
639	PE	[*]C=C[*]	3-BCZ	C1=CC=C2C(=C1)C3=C(N2)C=CC(=C3)Br	150	3	1.893761762
176	PE	[*]C=C[*]	hexachlorobenzene (HeCB)	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl	301	1	4.661181128
440	PP	[*]CC([*])C	2,4,4′-trichlorobiohenyl	C1=CC(=CC=C1C2=C(C=C(C=C2)Cl)Cl)Cl	257.5	3	5.09
814	PS	[*]C=C[*]c1ccccc1	ciprofloxacin (CIP)	C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O	75	2	2.322219295
521	PVC	[*]C=C[*]Cl	9-hydroxyphenanthrene	C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)O  	150	1	4.88
1022	PE	[*]C=C[*]	Ethyl benzoate	CCOC(=O)C1=CC=CC=C1	135	2	2.81
448	PE	[*]C=C[*]	2,4′,5-trichlorobiphenyl	C1=CC(=CC=C1C2=C(C=CC(=C2)Cl)Cl)Cl	95	1	5.11
688	PET	[*]OCCOC(=O)c1ccc(C([*])=O)cc1	naphthalene	C1=CC=C2C=CC=CC2=C1	2000	2	1.021189299
231	PE	[*]C=C[*]	3,3′,4,4′,5,5′-hexachlorobiphenyl	C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl 	225	3	8.84
210	PP	[*]CC([*])C	PCB 187	C1=C(C(=CC(=C1Cl)Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl	150	3	5.73
640	PP	[*]CC([*])C	3-BCZ	C1=CC=C2C(=C1)C3=C(N2)C=CC(=C3)Br	150	3	1.579783597
143	PS	[*]C=C[*]c1ccccc1	naproxen (NPX)	C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O	700	3	0.204119983
753	PVC	[*]C=C[*]Cl	pyrene	C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2	125	1	2.041392685
519	PA	[*]NCCCCCCCC(=O)[*]	phenol	C1=CC=C(C=C1)O	220	3	1.477121255
348	PE	[*]C=C[*]	2,3,3′,4,4′,5-hexachlorobiphenyl	C1=CC(=C(C=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl	95	1	7.17
298	PE	[*]C=C[*]	2,2′,3,4,4′,5′-hexachlorobiphenyl	C1=CC(=C(C(=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl)Cl 	225	3	7.25
822	PE	[*]C=C[*]	Cyclohexane	C1CCCCC1	135	2	3.88
766	PE	[*]C=C[*]	Benzo[g,h,i]perylene	C1=CC2=C3C(=C1)C4=CC=CC5=C4C6=C(C=C5)C=CC(=C36)C=C2	225	3	7.61
428	PVC	[*]C=C[*]Cl	DDT	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl	225	3	5.096910013
612	PE	[*]C=C[*]	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	225	3	4.301029996
1059	PVC	[*]C=C[*]Cl	flubendazole (FLU)	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F	94	2	0.204119983
1064	PE	[*]C=C[*]	Carbendazim	COC(=O)NC1=NC2=CC=CC=C2N1	150	1	0.56
8	PE	[*]C=C[*]	Trichloroethene	C(=C(Cl)Cl)Cl	150	1	1.61
156	PE	[*]C=C[*]	17alpha-ethinyl estradiol	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O	150	1	2.49
539	PVC	[*]C=C[*]Cl	4-hydroxyphenanthrene	C1=CC=C2C(=C1)C=CC3=C2C(=CC=C3)O	150	1	4.73
506	PP	[*]CC([*])C	2,3-dichlorobiphenyl	C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl	257.5	3	4.98
436	PE	[*]C=C[*]	PCB-28	C1=CC(=CC=C1C2=C(C=C(C=C2)Cl)Cl)Cl	100	3	6.230000012
266	PE	[*]C=C[*]	1,2,4-trichlorobenzene (TeCB)	C1=CC(=C(C(=C1)Cl)Cl)Cl 	301	1	4.230448921
826	PE	[*]C=C[*]	cephalosporin C	CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O	150	1	1.57
461	PE	[*]C=C[*]	o,p’-DDT	C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl	135	2	5.76
576	PET	[*]OCCOC(=O)c1ccc(C([*])=O)cc1	phenanthrene	C1=CC=C2C(=C1)C=CC3=CC=CC=C32	2000	2	2.301029996
338	PE	[*]C=C[*]	2,3′,4,4′-tetrachlorobiphenyl	C1=CC(=C(C=C1C2=C(C=C(C=C2)Cl)Cl)Cl)Cl	135	2	5.9
255	PP	[*]CC([*])C	PCB 44	C1=CC(=C(C(=C1)Cl)Cl)C2=C(C=CC(=C2)Cl)Cl	150	3	5.14
939	PE	[*]C=C[*]	4-methylbenzylidene camphor	CC1=CC=C(C=C1)/C=C\2/C3CCC(C2=O)(C3(C)C)C	150	1	4.73
996	PE	[*]C=C[*]	trifluralin (TFL)	CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]	301	1	4.626419416
